,tune
1294,"[('2', 'C'), ('2', 'Gb7b5'), ('2', 'Am7'), ('2', 'Bm9'), ('2', 'Em13'), ('2', 'Am7'), ('1', 'Dm13'), ('2', 'C'), ('2', 'Gb7'), ('2', 'Am7'), ('2', 'Bm9'), ('2', 'Em7'), ('2', 'Am7'), ('1', 'Dm7')]"
1295,"[('1', 'Gm7/C'), ('1', 'C7b9'), ('1', 'Fmaj7'), ('1', 'D7b9'), ('1', 'D7b9'), ('1', 'D7b5'), ('1', 'Dm7'), ('1', 'G7b9#11')]"
1296,"[('2', 'C'), ('2', 'Gb7b5'), ('2', 'Am7'), ('2', 'Bm9'), ('2', 'Em13'), ('2', 'Am7'), ('1', 'Dm13'), ('2', 'C'), ('2', 'Gb7b5'), ('2', 'Am7'), ('2', 'Bm9'), ('2', 'Em7'), ('2', 'Am7'), ('1', 'Dm7')]"
1297,"[('1', 'C6'), ('2', 'C6'), ('2', 'G7b9'), ('2', 'Cmaj7'), ('2', 'Bm7'), ('2', 'E7'), ('2', 'E7#5'), ('1', 'F6'), ('2', 'F6'), ('2', 'A7/E'), ('2', 'Dm7'), ('2', 'D9'), ('1', 'D9'), ('1', 'G7'), ('2', 'G7'), ('2', 'Edim7'), ('2', 'G7/D'), ('2', 'G9'), ('2', 'G9'), ('2', 'G7#5'), ('2', 'Em7'), ('2', 'Em7')]"
1298,"[('1', 'C6'), ('2', 'C6'), ('2', 'G7b9'), ('2', 'Cmaj7'), ('2', 'Bm7'), ('2', 'E7'), ('2', 'E7#5'), ('1', 'F6'), ('2', 'F6'), ('2', 'A7/E'), ('2', 'Dm7'), ('2', 'Bm7'), ('1', 'E7'), ('2', 'Am7'), ('2', 'A9'), ('1', 'A9'), ('1', 'Dm7'), ('2', 'G7'), ('2', 'G13b9'), ('1', 'C6'), ('2', 'Dm7'), ('2', 'G7')]"
1299,"[('2', 'C6'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Em7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'C6'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Em7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'G7')]"
1300,"[('1', 'C6'), ('2', 'Gm7'), ('2', 'C7'), ('1', 'Fmaj7'), ('1', 'Bm7'), ('1', 'Cmaj7'), ('2', 'Em7'), ('2', 'A7'), ('1', 'Dm7'), ('1', 'G7')]"
1301,"[('2', 'C6'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Em7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'C6'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Em7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'G7')]"
1302,"[('1', 'C6'), ('2', 'Gm7'), ('2', 'C7'), ('1', 'Fmaj7'), ('1', 'Bm7'), ('2', 'C6/G'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'G7'), ('1', 'C6'), ('2', 'Dm7'), ('2', 'G7')]"
1303,"[('2', 'Cm7'), ('2', 'Fm7'), ('2', 'Cm7'), ('2', 'Fm7'), ('2', 'Cm7'), ('2', 'Fm7'), ('2', 'Cm7'), ('2', 'Fm7')]"
1304,"[('2', 'Cm7'), ('2', 'Fm7'), ('2', 'Cm7'), ('2', 'Fm7'), ('2', 'Cm7'), ('2', 'Fm7'), ('2', 'Cm7'), ('2', 'Fm7')]"
1305,"[('1', 'Cm7'), ('1', 'Cm7'), ('1', 'Cm7'), ('1', 'Cm7'), ('1', 'Fm7'), ('1', 'Fm7'), ('1', 'Eb7'), ('1', 'Ab7'), ('1', 'Db7'), ('1', 'Db7'), ('1', 'Db7'), ('1', 'Bbm6'), ('2', 'Cm7'), ('2', 'Fm7'), ('2', 'Cm7'), ('2', 'Fm7'), ('2', 'Cm7'), ('2', 'Fm7'), ('2', 'Cm7'), ('2', 'Fm7')]"
1306,"[('1', 'G9sus'), ('1', 'G9sus'), ('1', 'G9sus'), ('1', 'G9sus'), ('1', 'G9sus'), ('2', 'G9sus'), ('2', 'B7'), ('2', 'Bb7'), ('2', 'A7'), ('2', 'Am7'), ('2', 'G7')]"
1307,"[('1', 'G9sus'), ('1', 'G9sus'), ('1', 'G9sus'), ('1', 'G9sus'), ('1', 'G9sus'), ('2', 'G9sus'), ('2', 'B7'), ('2', 'Bb7'), ('2', 'A7'), ('2', 'Am7'), ('2', 'G7')]"
1308,"[('1', 'C7'), ('1', 'C7'), ('1', 'F7'), ('1', 'F7'), ('1', 'D7'), ('1', 'D7'), ('2', 'Em7'), ('2', 'Em7'), ('2', 'Dm7'), ('2', 'Dm7')]"
1309,"[('1', 'G9sus'), ('1', 'G9sus'), ('1', 'G9sus'), ('1', 'G9sus'), ('1', 'G9sus'), ('2', 'G9sus'), ('2', 'B7'), ('2', 'Bb7'), ('2', 'A7'), ('1', 'C6')]"
1310,"[('1', 'Cm7'), ('2', 'Dm7b5'), ('2', 'G7b9'), ('2', 'Cm7'), ('2', 'G7b9'), ('1', 'Cm7'), ('1', 'Bbm7'), ('1', 'Eb7'), ('1', 'Abmaj7'), ('1', 'Abmaj7')]"
1311,"[('1', 'Dm7b5'), ('1', 'G7'), ('1', 'Cm7'), ('1', 'Cm7'), ('1', 'Am7b5'), ('1', 'D7b9'), ('1', 'Dm7b5'), ('1', 'G7b9')]"
1312,"[('1', 'Cm7'), ('2', 'Dm7b5'), ('2', 'G7b9'), ('2', 'Cm7'), ('2', 'G7b9'), ('1', 'Cm7'), ('1', 'Bbm7'), ('1', 'Eb7'), ('1', 'Abmaj7'), ('1', 'Abmaj7')]"
1313,"[('1', 'Adim7'), ('1', 'Eb6/Bb'), ('1', 'Bdim7'), ('1', 'Cm'), ('2', 'F7'), ('2', 'Cm7'), ('1', 'Bb7'), ('1', 'Eb6'), ('2', 'Dm7b5'), ('2', 'G7b9')]"
1314,"[('2', 'Dm7'), ('2', 'G7'), ('2', 'Cmaj7'), ('2', 'C6'), ('2', 'Gbm7'), ('2', 'E7'), ('2', 'Bm9'), ('2', 'A7b9'), ('1', 'D7#11'), ('2', 'Dm7'), ('2', 'G7')]"
1315,"[('2', 'Dm7'), ('2', 'G7'), ('2', 'Cmaj7'), ('2', 'C6'), ('2', 'Gbm7'), ('2', 'E7'), ('2', 'Bm9'), ('2', 'A7b9'), ('1', 'D7#11'), ('2', 'Dm7'), ('2', 'G7')]"
1316,"[('2', 'Gm7'), ('2', 'C7'), ('2', 'Gm7'), ('2', 'C7'), ('2', 'Fmaj7'), ('2', 'C7'), ('1', 'Fmaj7'), ('2', 'Fm7'), ('2', 'Bm7'), ('2', 'Fm7'), ('2', 'Bm7'), ('1', 'Ebmaj7'), ('2', 'D7'), ('2', 'G7#5')]"
1317,"[('2', 'Dm7'), ('2', 'G7'), ('2', 'Cmaj7'), ('2', 'C6'), ('2', 'Gbm7'), ('2', 'E7'), ('2', 'Bm9'), ('2', 'A7b9'), ('1', 'D7#11'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'C6'), ('2', 'Dm7'), ('2', 'Em7'), ('2', 'A7b9')]"
1318,"[('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'G7'), ('1', 'G7'), ('1', 'C7'), ('1', 'C7'), ('1', 'Fmaj7'), ('1', 'Fm7'), ('1', 'Cmaj7'), ('1', 'Gm7'), ('1', 'A7'), ('1', 'D7'), ('1', 'G7'), ('2', 'Em7'), ('2', 'G7'), ('1', 'Cmaj7'), ('1', 'Cmaj7')]"
1319,"[('1', 'Am7'), ('1', 'Am7'), ('1', 'Em7'), ('1', 'Em7'), ('1', 'Fmaj7'), ('1', 'F7'), ('1', 'Cmaj7'), ('2', 'Cmaj7'), ('2', 'C7'), ('1', 'Fmaj7'), ('1', 'Fm7'), ('1', 'Cmaj7'), ('1', 'A7'), ('1', 'D7'), ('2', 'D7'), ('2', 'G7'), ('1', 'Cmaj7'), ('1', 'Cmaj7')]"
1320,"[('1', 'Db9#11'), ('1', 'Db9#11'), ('1', 'Dm11'), ('1', 'Dm11'), ('1', 'Db9#11'), ('1', 'Db9#11'), ('1', 'Dm11'), ('1', 'Dm11'), ('1', 'Bm7b5'), ('1', 'E7b9'), ('1', 'Am7'), ('1', 'D7'), ('1', 'Dm11'), ('1', 'Db7#9'), ('1', 'Cmaj7'), ('1', 'Cmaj7')]"
1321,"[('1', 'Db9#11'), ('1', 'Db9#11'), ('1', 'Dm11'), ('1', 'Dm11'), ('1', 'Db9#11'), ('1', 'Db9#11'), ('1', 'Dm11'), ('1', 'Dm11'), ('1', 'Bm7b5'), ('1', 'E7b9'), ('1', 'Am7'), ('1', 'D7'), ('1', 'Dm11'), ('1', 'Db7#9'), ('1', 'Cmaj7'), ('1', 'Cmaj7')]"
1322,"[('1', 'Fm7'), ('1', 'Bm7'), ('1', 'Ebmaj7'), ('1', 'Cm7'), ('1', 'Fm7'), ('1', 'Bm7'), ('1', 'Dm11'), ('1', 'G7'), ('1', 'Bm6')]"
1323,"[('1', 'Db9#11'), ('1', 'Db9#11'), ('1', 'Dm11'), ('1', 'Dm11'), ('1', 'Db9#11'), ('1', 'Db9#11'), ('1', 'Dm11'), ('1', 'Dm11'), ('1', 'Bm7b5'), ('1', 'E7b9'), ('1', 'Am7'), ('1', 'D7'), ('1', 'Dm11'), ('1', 'Db7#9'), ('1', 'Cmaj7'), ('1', 'Cmaj7')]"
1324,"[('1', 'D7'), ('2', 'Dm7'), ('2', 'G7b9'), ('1', 'Em7'), ('1', 'A7b9'), ('1', 'D7'), ('2', 'Dm7'), ('2', 'G7b9'), ('1', 'C7'), ('1', 'C7#5')]"
1325,"[('2', 'Gbm6'), ('2', 'Fm6'), ('2', 'C6'), ('2', 'C7'), ('2', 'Gbm6'), ('2', 'Fm6'), ('2', 'Em7b5'), ('2', 'A7b9'), ('1', 'D7'), ('2', 'Am7'), ('2', 'D7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Em7b5'), ('2', 'A7b9')]"
1326,"[('1', 'D7'), ('2', 'Dm7'), ('2', 'G7b9'), ('1', 'Em7'), ('1', 'A7b9'), ('1', 'D7'), ('2', 'Dm7'), ('2', 'G7b9'), ('1', 'C7'), ('1', 'C7#5')]"
1327,"[('2', 'Gbm6'), ('2', 'Fm6'), ('2', 'C6'), ('2', 'C7'), ('2', 'Gbm6'), ('2', 'Fm6'), ('2', 'Em7b5'), ('2', 'A7b9'), ('1', 'D7'), ('2', 'Dm7'), ('2', 'G7'), ('1', 'C6'), ('2', 'Em7b5'), ('2', 'A7b9')]"
1328,"[('1', 'Cm7'), ('1', 'Abmaj7'), ('1', 'Gbmaj7'), ('1', 'Am7sus'), ('2', 'Dbmaj7'), ('2', 'G7'), ('1', 'Gbmaj7'), ('1', 'Gm7'), ('1', 'C7'), ('1', 'Fm7'), ('1', 'Bb7'), ('1', 'Ebmaj7'), ('1', 'Ebmaj7'), ('1', 'Am7b5'), ('1', 'D7b9'), ('1', 'Dm7b5'), ('1', 'G7b13')]"
1329,"[('1', 'Cm7'), ('1', 'F7b9'), ('1', 'Bbm7'), ('1', 'Eb7b9'), ('1', 'Abmaj7'), ('1', 'Fm7'), ('1', 'Dm7b5'), ('1', 'G7')]"
1330,"[('1', 'Cm7'), ('1', 'Abmaj7'), ('1', 'Gbmaj7'), ('1', 'Am7sus'), ('2', 'Dbmaj7'), ('2', 'G7'), ('1', 'Gbmaj7'), ('1', 'Gm7'), ('1', 'C7'), ('1', 'Fm7'), ('1', 'Bb7'), ('1', 'Gm7'), ('1', 'Cm7'), ('1', 'Fm7'), ('2', 'Dm7b5'), ('2', 'G7'), ('1', 'Cm7'), ('1', 'Cm7')]"
1331,"[('2', 'Dbm6'), ('2', 'Gb9'), ('1', 'Abm7'), ('2', 'Dbm6'), ('2', 'Gb9'), ('1', 'Abm7'), ('2', 'Dbm6'), ('2', 'E7'), ('1', 'A7'), ('2', 'D7'), ('2', 'Abm7')]"
1332,"[('2', 'Dbm6'), ('2', 'Gb9'), ('1', 'Abm7'), ('2', 'Dbm6'), ('2', 'Gb9'), ('1', 'Abm7'), ('2', 'Dbm6'), ('2', 'E7'), ('1', 'A7'), ('2', 'D7'), ('2', 'Abm7')]"
1333,"[('1', 'Gbm7'), ('1', 'Gbm7'), ('1', 'Dbm6'), ('1', 'Dbm7'), ('1', 'Gbm7'), ('1', 'Gbm7'), ('1', 'Dbm6'), ('2', 'Dm7'), ('2', 'Abm7')]"
1334,"[('2', 'Dbm6'), ('2', 'Gb9'), ('1', 'Abm7'), ('2', 'Dbm6'), ('2', 'Gb9'), ('1', 'Abm7'), ('2', 'Dbm'), ('2', 'E7'), ('1', 'A7'), ('2', 'D7'), ('2', 'Abm7'), ('4', 'Dbm'), ('4', 'Gbm7'), ('2', 'Dbm')]"
1335,"[('2', 'Cmaj7'), ('2', 'Dbm7'), ('2', 'Dbm6'), ('4', 'A'), ('4', 'Dbm'), ('2', 'Dbm6'), ('4', 'A'), ('4', 'Dbm'), ('2', 'Dbm6'), ('4', 'A'), ('4', 'Dbm'), ('2', 'Cmaj7'), ('2', 'Dbm7'), ('2', 'Dbm6'), ('4', 'A'), ('4', 'Dbm'), ('1', 'A7'), ('1', 'A7'), ('1', 'Dm7'), ('1', 'Abm7'), ('1', 'Dbm6'), ('2', 'Gbm7b5'), ('2', 'B7')]"
1336,"[('2', 'Emaj7'), ('2', 'E7'), ('2', 'E6'), ('4', 'Eaug'), ('4', 'E'), ('2', 'E6'), ('4', 'Eaug'), ('4', 'E'), ('2', 'E6'), ('4', 'Eaug'), ('4', 'E'), ('2', 'Emaj7'), ('2', 'E7'), ('2', 'E6'), ('4', 'Eaug'), ('4', 'E'), ('1', 'Db7'), ('1', 'Db7'), ('2', 'Gbm7'), ('2', 'B7'), ('2', 'Gbm7'), ('2', 'B7'), ('2', 'E6'), ('2', 'Gbm7'), ('2', 'Gdim7'), ('2', 'E6/Ab'), ('2', 'Gbm7'), ('2', 'B7'), ('2', 'Gbm7'), ('2', 'B7'), ('1', 'E6'), ('2', 'Dm7'), ('2', 'Abm7')]"
1337,"[('2', 'Cmaj7'), ('2', 'Dbm7'), ('2', 'Dbm6'), ('4', 'A'), ('4', 'Dbm'), ('1', 'A7'), ('1', 'A7'), ('1', 'Ebm7'), ('1', 'Abm7'), ('1', 'Dbm6')]"
1338,"[('2', 'Cmaj7'), ('2', 'Dbm7'), ('2', 'Dbm6'), ('4', 'A'), ('4', 'Dbm'), ('2', 'Dbm6'), ('4', 'A'), ('4', 'Dbm'), ('2', 'Dbm6'), ('4', 'A'), ('4', 'Dbm'), ('2', 'Cmaj7'), ('2', 'Dbm7'), ('2', 'Dbm6'), ('4', 'A'), ('4', 'Dbm'), ('1', 'A7'), ('1', 'A7'), ('1', 'Dm7'), ('1', 'Abm7'), ('1', 'Dbm6'), ('2', 'Gbm7b5'), ('2', 'B7')]"
1339,"[('2', 'Emaj7'), ('2', 'E7'), ('2', 'E6'), ('4', 'Eaug'), ('4', 'E'), ('2', 'E6'), ('4', 'Eaug'), ('4', 'E'), ('2', 'E6'), ('4', 'Eaug'), ('4', 'E'), ('2', 'Emaj7'), ('2', 'E7'), ('2', 'E6'), ('4', 'Eaug'), ('4', 'E'), ('1', 'Db7'), ('1', 'Db7'), ('2', 'Gbm7'), ('2', 'B7'), ('2', 'Gbm7'), ('2', 'B7'), ('2', 'E6'), ('2', 'Gbm7'), ('2', 'Gdim7'), ('2', 'E6/Ab'), ('2', 'Gbm7'), ('2', 'B7'), ('2', 'Gbm7'), ('2', 'B7'), ('1', 'E6'), ('2', 'Dm7'), ('2', 'Abm7')]"
1340,"[('2', 'Cmaj7'), ('2', 'Dbm7'), ('2', 'Dbm6'), ('4', 'A'), ('4', 'Dbm'), ('1', 'A7'), ('1', 'A7'), ('1', 'Ebm7'), ('1', 'Abm7'), ('1', 'Dbm6')]"
1341,"[('1', 'Bmaj7'), ('1', 'Db7'), ('2', 'Dbm7'), ('2', 'Gm7'), ('2', 'Dbm7'), ('2', 'Gm7'), ('1', 'Bmaj7'), ('1', 'Db7'), ('2', 'Dbm7'), ('2', 'Gm7'), ('2', 'Dbm7'), ('2', 'Gm7'), ('1', 'Gbm7'), ('1', 'Cm7'), ('2', 'Gbm7'), ('2', 'Cm7'), ('1', 'Fm6'), ('1', 'Abm7'), ('1', 'Db7'), ('1', 'G7'), ('2', 'Gm7#5'), ('2', 'Gm7')]"
1342,"[('1', 'Bmaj7'), ('1', 'Db7'), ('2', 'Dbm7'), ('2', 'Gm7'), ('2', 'Dbm7'), ('2', 'Gm7'), ('1', 'Gbm7'), ('1', 'Cm7'), ('1', 'Fm6'), ('1', 'Bbm7'), ('2', 'Bmaj7'), ('4', 'Ebm7'), ('4', 'Ab7'), ('2', 'Dbm7'), ('2', 'Gm7'), ('2', 'Bmaj7'), ('2', 'Abm7'), ('1', 'Db7'), ('1', 'Dbm7'), ('2', 'Cm6'), ('2', 'Gm7'), ('1', 'Cm6'), ('2', 'Db7'), ('2', 'Gm7')]"
1343,"[('2', 'C6'), ('2', 'Gbm7'), ('2', 'E7'), ('2', 'A7'), ('2', 'D7'), ('2', 'G7'), ('2', 'C6'), ('2', 'C7'), ('2', 'Gbm7'), ('2', 'Gbdim7'), ('2', 'C7/G'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'G7')]"
1344,"[('2', 'C6'), ('2', 'Gbm7'), ('2', 'E7'), ('2', 'A7'), ('2', 'D7'), ('2', 'G7'), ('2', 'C6'), ('2', 'C7'), ('2', 'Gbm7'), ('2', 'Gbdim7'), ('2', 'C7/G'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'G7')]"
1345,"[('2', 'Am7'), ('2', 'D7'), ('2', 'Gm7'), ('2', 'C7'), ('2', 'Fm7'), ('2', 'Bm7'), ('2', 'Em7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'A7/E'), ('2', 'Gbm6'), ('2', 'G7'), ('2', 'C6'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'G7')]"
1346,"[('2', 'C6'), ('2', 'Gbm7'), ('2', 'E7'), ('2', 'A7'), ('2', 'D7'), ('2', 'G7'), ('2', 'C6'), ('2', 'C7'), ('2', 'Gbm7'), ('2', 'Gbdim7'), ('2', 'C7/G'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'G7'), ('1', 'C6')]"
1347,"[('2', 'Gbm7b5'), ('2', 'B7'), ('2', 'Em7b5'), ('2', 'A7'), ('1', 'Dm7b5'), ('1', 'G7'), ('1', 'C6'), ('2', 'Dm7'), ('2', 'G7')]"
1348,"[('1', 'Dm7'), ('1', 'G7'), ('2', 'Cmaj7'), ('2', 'Gbm7'), ('2', 'Em7'), ('2', 'A7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'Cmaj7'), ('2', 'Gm7'), ('2', 'Dbm7'), ('1', 'Fmaj7'), ('2', 'Dm7'), ('2', 'G7'), ('1', 'Em7'), ('1', 'A7')]"
1349,"[('1', 'Dm7'), ('1', 'G7'), ('2', 'Cmaj7'), ('2', 'Gbm7'), ('2', 'Em7'), ('2', 'A7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'Cmaj7'), ('2', 'Gm7'), ('2', 'Dbm7'), ('1', 'Fmaj7'), ('2', 'Dm7'), ('2', 'G7'), ('1', 'Em7'), ('1', 'A7')]"
1350,"[('2', 'Emaj7'), ('2', 'Dbm7'), ('2', 'Gbm7'), ('2', 'B7'), ('2', 'Emaj7'), ('2', 'Dbm7'), ('2', 'Gbm7'), ('2', 'B7'), ('1', 'Abmaj7'), ('2', 'Dbmaj7'), ('2', 'B7'), ('1', 'Emaj7'), ('1', 'G7')]"
1351,"[('1', 'Dm7'), ('1', 'G7'), ('2', 'Cmaj7'), ('2', 'Gbm7'), ('2', 'Em7'), ('2', 'A7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'Cmaj7'), ('2', 'Gm7'), ('2', 'Dbm7'), ('1', 'Fmaj7'), ('1', 'Bm7'), ('1', 'Em7'), ('1', 'Edim7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'Dbm6'), ('1', 'Dbm6')]"
1352,"[('1', 'Dm7'), ('1', 'G7'), ('2', 'Cmaj7'), ('2', 'Gbm7'), ('2', 'Em7'), ('2', 'A7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'Cmaj7'), ('1', 'Cmaj7')]"
1353,"[('1', 'Fm7'), ('1', 'Bm7'), ('1', 'Ebmaj7'), ('1', 'Ebmaj7'), ('2', 'Gmaj7'), ('2', 'Em7'), ('2', 'Am7'), ('2', 'D7'), ('1', 'Dm7'), ('1', 'G7')]"
1354,"[('1', 'Dm7'), ('1', 'G7'), ('2', 'Cmaj7'), ('2', 'Gbm7'), ('2', 'Em7'), ('2', 'A7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'Em7b5'), ('1', 'A7b9')]"
1355,"[('1', 'GbmM7'), ('2', 'Fm7'), ('2', 'Bm7'), ('2', 'Em7'), ('2', 'Am7'), ('2', 'Ebm7'), ('2', 'Am7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'C6'), ('2', 'Em7'), ('2', 'A7')]"
1356,"[('2', 'Cm'), ('2', 'Dm7b5'), ('2', 'Cm'), ('2', 'Fm6'), ('1', 'Cm/G'), ('2', 'Dm7b5'), ('2', 'G7b9'), ('2', 'Cm'), ('2', 'Dm7b5'), ('2', 'Cm'), ('2', 'Fm6'), ('1', 'Cm/G'), ('4', 'Dm7b5'), ('4', 'G7'), ('2', 'Cm')]"
1357,"[('2', 'Cm'), ('2', 'Dm7b5'), ('2', 'Cm'), ('2', 'Fm6'), ('1', 'Cm/G'), ('2', 'Dm7b5'), ('2', 'G7b9'), ('2', 'Cm'), ('2', 'Dm7b5'), ('2', 'Cm'), ('2', 'Fm6'), ('1', 'Cm/G'), ('4', 'Dm7b5'), ('4', 'G7'), ('2', 'Cm')]"
1358,"[('1', 'Cm7'), ('1', 'Gbm7#9'), ('1', 'Bbmaj7'), ('1', 'Bbmaj7'), ('1', 'Bbm7'), ('1', 'Em7#9'), ('1', 'Abmaj7'), ('2', 'Dm7b5'), ('2', 'G7b9')]"
1359,"[('2', 'Cm'), ('2', 'Dm7b5'), ('2', 'Cm'), ('2', 'Fm6'), ('1', 'Cm/G'), ('2', 'Dm7b5'), ('2', 'G7b9'), ('2', 'Cm'), ('2', 'Dm7b5'), ('2', 'Cm'), ('2', 'Fm6'), ('1', 'Cm/G'), ('4', 'Dm7b5'), ('4', 'G7'), ('2', 'Cm')]"
1360,"[('1', 'Cmaj7'), ('1', 'Edim7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'Dm7'), ('1', 'Fm6'), ('1', 'Cmaj7'), ('2', 'Bm7b5'), ('2', 'E7b9')]"
1361,"[('2', 'Am'), ('2', 'Am/G'), ('2', 'Gbm7b5'), ('2', 'B7#5'), ('1', 'Em7'), ('2', 'Am7'), ('2', 'D7'), ('2', 'Gmaj7'), ('2', 'Em7'), ('2', 'Am7'), ('2', 'D7'), ('1', 'Dm7'), ('1', 'G7')]"
1362,"[('1', 'Cmaj7'), ('1', 'Edim7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'Dm7'), ('1', 'Fm6'), ('1', 'Cmaj7'), ('2', 'Gm7'), ('2', 'C7')]"
1363,"[('1', 'Fmaj7'), ('2', 'Bm7b5'), ('2', 'E7b9'), ('2', 'Am7'), ('2', 'Amaj7/G'), ('2', 'Gbm7b5'), ('2', 'Fm6'), ('2', 'Em7'), ('2', 'A7'), ('2', 'Dm7b5'), ('2', 'G7b9'), ('1', 'Cmaj7'), ('2', 'Dm7'), ('2', 'G7')]"
1364,"[('1', 'C7sus'), ('1', 'Bm69'), ('1', 'C7sus'), ('1', 'Bm69')]"
1365,"[('1', 'C7sus'), ('1', 'Bm69'), ('1', 'C7sus'), ('1', 'Bm69')]"
1366,"[('1', 'C7sus'), ('1', 'Bm69'), ('1', 'C7sus'), ('1', 'Bm69'), ('1', 'C7sus'), ('1', 'Bm69'), ('1', 'C7sus'), ('1', 'Bm69')]"
1367,"[('1', 'Ammaj9'), ('1', 'Bm69'), ('1', 'Ammaj9'), ('1', 'Bm69'), ('1', 'Ammaj9'), ('1', 'Bm69'), ('1', 'Ammaj9'), ('1', 'Bm69')]"
1368,"[('1', 'A7#9'), ('2', 'Bbm7'), ('2', 'Em7'), ('1', 'Ammaj9'), ('2', 'Abm7'), ('2', 'Dm7')]"
1369,"[('1', 'C7sus'), ('1', 'Bm69'), ('1', 'C7sus'), ('1', 'Bm69'), ('1', 'C7sus'), ('1', 'Bm69'), ('1', 'C7sus'), ('1', 'Bm69')]"
1370,"[('2', 'Dbm6'), ('2', 'A9#5'), ('1', 'Dm7'), ('2', 'Bm7'), ('2', 'A9#5'), ('1', 'D7'), ('2', 'Dm7'), ('2', 'Abm7'), ('2', 'Bm7b5'), ('2', 'E7b9'), ('2', 'Am7'), ('2', 'D7'), ('2', 'Ab7'), ('2', 'Abm7')]"
1371,"[('2', 'Dbm6'), ('2', 'A9#5'), ('1', 'Dm7'), ('2', 'Bm7'), ('2', 'A9#5'), ('1', 'D7'), ('2', 'Dm7'), ('2', 'Fm6'), ('4', 'Dbmmaj7'), ('4', 'Gbm7'), ('4', 'Em7'), ('4', 'A7'), ('2', 'Ab7'), ('2', 'Abm7'), ('1', 'Dbm6')]"
1372,"[('1', 'C13'), ('2', 'Cm7'), ('2', 'F9'), ('1', 'C13'), ('2', 'Gm9'), ('2', 'C7#5'), ('2', 'Cm7'), ('2', 'F9'), ('2', 'Cm7'), ('2', 'F9'), ('1', 'C13'), ('2', 'Em7'), ('2', 'Bbm7b9'), ('2', 'Dm7'), ('2', 'Em7'), ('2', 'Dm7'), ('2', 'Fm7'), ('2', 'Em7'), ('2', 'Ebm7'), ('2', 'Dm7'), ('2', 'G7#9')]"
1373,"[('1', 'C13'), ('2', 'Cm7'), ('2', 'F9'), ('1', 'C13'), ('2', 'Gm9'), ('2', 'C7#5'), ('2', 'Cm7'), ('2', 'F9'), ('2', 'Cm7'), ('2', 'F9'), ('1', 'C13'), ('2', 'Em7'), ('2', 'Ebm7'), ('1', 'Dm7'), ('1', 'Dm7'), ('2', 'C13'), ('2', 'Eb13'), ('2', 'D13'), ('2', 'Dm13')]"
1374,"[('1', 'Dm7'), ('2', 'Dm7'), ('2', 'Abm7b9'), ('1', 'Cmaj7'), ('2', 'Em7b5'), ('2', 'A7'), ('1', 'Dm7'), ('2', 'Dm7'), ('2', 'Abm7b9'), ('1', 'Cmaj7'), ('2', 'Gm7'), ('2', 'Dbm7')]"
1375,"[('1', 'Dm7'), ('2', 'Dm7'), ('2', 'Abm7b9'), ('1', 'Cmaj7'), ('2', 'Em7b5'), ('2', 'A7'), ('1', 'Dm7'), ('2', 'Dm7'), ('2', 'Abm7b9'), ('1', 'Cmaj7'), ('2', 'Gm7'), ('2', 'Dbm7')]"
1376,"[('1', 'Am7'), ('2', 'Bm7b5'), ('2', 'E7b9'), ('1', 'Am7'), ('2', 'Gbm7b5'), ('2', 'B7b9'), ('1', 'Em7'), ('2', 'Gbm7b5'), ('2', 'B7b9'), ('2', 'Em7'), ('2', 'Em7'), ('2', 'Dm7'), ('2', 'Abm7')]"
1377,"[('1', 'Dbm7'), ('1', 'Dbm7'), ('1', 'Gbm7'), ('1', 'Gbm7'), ('1', 'Ab7'), ('1', 'Ab7'), ('1', 'Abm7'), ('2', 'Bm7b5'), ('2', 'E7b9')]"
